RUN_ID,INVOICE_UUID,DOCUMENT_NAME,chunk_id,chunk_type,text,page,box_l,box_t,box_r,box_b
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,1d7b248e-2235-43d2-a96f-e80d1b81f195,text,"<a id='1d7b248e-2235-43d2-a96f-e80d1b81f195'></a>

_East Padden Animal Hospital_
15721 NE Fourth Plain Blvd.
Vancouver, WA 98682
360-892-1500",0,0.11045388877391815,0.08873892575502396,0.44505274295806885,0.16577720642089844
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,e30625d8-f317-4f36-b401-49e0c5652d4b,text,"<a id='e30625d8-f317-4f36-b401-49e0c5652d4b'></a>

Your OTHER Family Doctor. We love what we do!",0,0.3117828071117401,0.18910838663578033,0.6903002262115479,0.21208135783672333
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,2dbe995f-69d3-4b81-81fd-295e44ab9561,text,"<a id='2dbe995f-69d3-4b81-81fd-295e44ab9561'></a>

FOR: Andrea Kropp
227 N 5th Ave
PO Box 1168
Ridgefield, WA 98642",0,0.1118985265493393,0.2351713329553604,0.34580886363983154,0.3027985692024231
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,a5a6334a-ec82-46cc-a892-e1f7ebf6dce0,text,"<a id='a5a6334a-ec82-46cc-a892-e1f7ebf6dce0'></a>

Printed: 08-18-23 at 3:14p
Date: 08-18-23
Account: 41283",0,0.664871335029602,0.22185461223125458,0.8875643014907837,0.27267423272132874
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,1927aed9-a494-4984-b701-25647d2a975e,text,"<a id='1927aed9-a494-4984-b701-25647d2a975e'></a>

Invoice: 412824",0,0.6643661260604858,0.28150027990341187,0.8162983655929565,0.3020061254501343
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,40966379-6674-4caf-94c1-a6235cddf187,table,"<a id='40966379-6674-4caf-94c1-a6235cddf187'></a>

<table id=""0-1"">
<tr><td id=""0-2"">Date</td><td id=""0-3"">For</td><td id=""0-4"">Qty Description</td><td id=""0-5"">Price</td><td id=""0-6"">Discount</td><td id=""0-7"">Price</td></tr>
<tr><td id=""0-8"">08-18-23</td><td id=""0-9"" colspan=""4"">Zazzles 2 Selarid Feline 5-15lb Revolution Ge* Apply contents of one tube (follow label directions for administration technique) to skin once monthly to prevent fleas, roundworms, hookworms, heartworms, and ear mites. Wait at least 2 hours after application for bathing.</td><td id=""0-a"">42.00</td></tr>
<tr><td id=""0-b"">08-18-23</td><td id=""0-c"" colspan=""3"">1 HCP Combo Vaccine (1 Year) The HCP vaccine was given under the skin of the right front leg.</td><td id=""0-d""></td><td id=""0-e"">45.00</td></tr>
<tr><td id=""0-f"">08-18-23</td><td id=""0-g"" colspan=""3"">1 Technician Appointment</td><td id=""0-h""></td><td id=""0-i"">0.00</td></tr>
<tr><td id=""0-j"">08-18-23</td><td id=""0-k"" colspan=""3"">Visa payment</td><td id=""0-l""></td><td id=""0-m"">-90.53</td></tr>
</table>",0,0.10764092206954956,0.30991435050964355,0.8923571705818176,0.5216607451438904
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,16e0a4ce-ba4f-4980-bace-30618d82186a,text,"<a id='16e0a4ce-ba4f-4980-bace-30618d82186a'></a>

Merchant ID: 4445060632312
Approval code: 00301D
Transaction ID: 753403776
Ref #: 153071494
Act #: ************3800
Entry: ContactIcc
Card: VISA",0,0.11078664660453796,0.5237376689910889,0.7374686002731323,0.5566332340240479
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,a4180b9b-4961-466c-aab4-6564ef737bc0,text,"<a id='a4180b9b-4961-466c-aab4-6564ef737bc0'></a>

Your card balance is not available
I AGREE TO PAY ABOVE TOTAL AMOUNT ACCORDING TO CARD ISSUER AGREEMENT",0,0.1110023558139801,0.5554140210151672,0.8052910566329956,0.5911219716072083
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,19ea1947-1465-4e26-850b-1d5f2562c0e9,attestation,"<a id='19ea1947-1465-4e26-850b-1d5f2562c0e9'></a>

<::attestation: Signature mark
Mark made
Signature: legible
Readable Text: X
A prominent 'X' followed by a long horizontal line, centered horizontally in the image.::>",0,0.6430811285972595,0.5954693555831909,0.8892853856086731,0.6232918500900269
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,e77958b1-73be-40e6-b521-6106c0a2b56b,table,"<a id='e77958b1-73be-40e6-b521-6106c0a2b56b'></a>

<table id=""0-n"">
<tr><td id=""0-o"">Old balance</td><td id=""0-p"">Charges</td><td id=""0-q"">Tax</td><td id=""0-r"">Payments</td><td id=""0-s"">New balance</td></tr>
<tr><td id=""0-t"">0.00</td><td id=""0-u"">87.00</td><td id=""0-v"">*3.53</td><td id=""0-w"">90.53</td><td id=""0-x"">0.00</td></tr>
<tr><td id=""0-y""></td><td id=""0-z""></td><td id=""0-A""></td><td id=""0-B""></td><td id=""0-C""></td></tr>
</table>",0,0.11261692643165588,0.6369664072990417,0.8897533416748047,0.7013563513755798
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,538918d4-16bf-49b0-a692-45eeef120446,text,"<a id='538918d4-16bf-49b0-a692-45eeef120446'></a>

**Patient**
Zazzles

**Total charges**
90.53",0,0.10851822793483734,0.7024720311164856,0.4471859931945801,0.7442029118537903
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,608e352a-2df9-4101-881a-74aab5116be0,table,"<a id='608e352a-2df9-4101-881a-74aab5116be0'></a>

Reminders for: **Zazzles** (Weight: 9.9 lbs - 12y) Last done
<table id=""0-D"">
<tr><td id=""0-E"">07-28-19</td><td id=""0-F"">Cardiopet proBNP</td><td id=""0-G""></td></tr>
<tr><td id=""0-H"">07-28-19</td><td id=""0-I"">Blood Pressure</td><td id=""0-J""></td></tr>
<tr><td id=""0-K"">10-17-23</td><td id=""0-L"">Monthly Topical Parasite Contr</td><td id=""0-M"">08-18-23</td></tr>
<tr><td id=""0-N"">07-26-24</td><td id=""0-O"">Purevax Rabies Vaccine(1 year)</td><td id=""0-P"">07-27-23</td></tr>
<tr><td id=""0-Q"">07-26-24</td><td id=""0-R"">Annual Wellness Exam</td><td id=""0-S"">07-27-23</td></tr>
</table>",0,0.10837957262992859,0.7772925496101379,0.6389297246932983,0.8873994946479797
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,99d8aea3-3c3b-420b-92cc-535410a03e97,table,"<a id='99d8aea3-3c3b-420b-92cc-535410a03e97'></a>

<table id=""1-1"">
<tr><td id=""1-2"" colspan=""2"">Reminders for: Zazzles (Weight: 9.9 lbs - 12y)</td><td id=""1-3"">Last done</td></tr>
<tr><td id=""1-4"">07-26-24 08-17-24</td><td id=""1-5"">Annual Labwork HCP Combo Vaccine - 3 year</td><td id=""1-6"">07-27-23</td></tr>
</table>",1,0.11084091663360596,0.0872635543346405,0.6324667930603027,0.14777608215808868
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,9da7956d-570d-4a64-a91c-2306ef0eb49e,text,"<a id='9da7956d-570d-4a64-a91c-2306ef0eb49e'></a>

**_Doctor's Instructions_**",1,0.11036616563796997,0.17099395394325256,0.30907732248306274,0.1931646764278412
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,ec684082-e03b-441c-abb1-85f9860e827f,text,"<a id='ec684082-e03b-441c-abb1-85f9860e827f'></a>

Selarid Feline 5-15lb Revolution Generic
Apply contents of one tube (follow label directions for administration technique) to skin once monthly to prevent fleas, ticks, roundworms, hookworms, heartworms, and ear mites. Wait at least 2 hours after application for bathing.",1,0.1408413052558899,0.20298194885253906,0.7300625443458557,0.26389002799987793
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,ce470258-2a24-4709-8ce8-49326859a7ff,text,"<a id='ce470258-2a24-4709-8ce8-49326859a7ff'></a>

HCP Combo Vaccine (1 Year)
HCP 1 year - Zazzles has been vaccinated with an HCP
(Rhinotracheitis-Calici-Panleukopenia) vaccination today. It was given in the right front
leg. The site may be slightly tender for a day or two. If you are concerned about your
cat's comfort, please call us. This vaccine will need a booster in 1 year. Please call us at
360-892-1500 to schedule an appointment.",1,0.14142760634422302,0.2715039849281311,0.7522639036178589,0.3587850332260132
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,eb8a329f-d1c7-4eaa-9baa-01857fcab43f,table,"<a id='eb8a329f-d1c7-4eaa-9baa-01857fcab43f'></a>

Zazzles's weight history (in lbs)
<table><thead><tr><th>Col&nbsp;1</th><th>Col&nbsp;2</th></tr></thead><tbody><tr><td>07-27-23</td><td>9.90</td></tr></tbody></table>",1,0.1111437976360321,0.3664489984512329,0.5680332183837891,0.4096997380256653
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,ee61e70b-ecc1-4808-94d8-ce3a0b4b2e55,text,"<a id='ee61e70b-ecc1-4808-94d8-ce3a0b4b2e55'></a>

**If Zazzles leaves with a pressure bandage, or ""band-aid"" in place, please be sure to remove this in 15 minutes or when you arrive at home. Failure to do so can result in swelling of the limb, discomfort, and further complications.**",1,0.15780320763587952,0.4449028968811035,0.7299712896347046,0.4903180003166199
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,06c591ec-4ae8-4afe-8a27-65641ac8dff4,text,"<a id='06c591ec-4ae8-4afe-8a27-65641ac8dff4'></a>

Visit our Online Pharmacy: https://eastpaddenah.securevetsource.com/index.pml",1,0.1593550145626068,0.49839553236961365,0.6983004808425903,0.5187317132949829
ab51eee8-43ab-4c60-974f-d37043e93f76,74954e69-8064-4966-a0cc-d4111458af17,invoice_8.PDF,e32b8eb7-fe10-439b-bf63-83c6afb1cf38,text,"<a id='e32b8eb7-fe10-439b-bf63-83c6afb1cf38'></a>

Thank you for choosing East Padden Animal Hospital for all of your pet's medical needs.
We appreciate your confidence in our care and welcome any feedback you may have!",1,0.15954184532165527,0.5253926515579224,0.7438620924949646,0.5602798461914062
ab51eee8-43ab-4c60-974f-d37043e93f76,116fc387-7366-4838-9ff5-de97eff28186,invoice_16.pdf,7e376974-b72e-4f94-bddc-25b2f9858525,logo,"<a id='7e376974-b72e-4f94-bddc-25b2f9858525'></a>

<::logo: Walmart
Walmart
The logo features the word ""Walmart"" in blue, followed by a yellow starburst or spark symbol.::>",0,0.06346899271011353,0.013747559860348701,0.31800419092178345,0.0683220848441124
ab51eee8-43ab-4c60-974f-d37043e93f76,116fc387-7366-4838-9ff5-de97eff28186,invoice_16.pdf,1c38904f-e556-4762-8bfa-a5463b29ce92,text,"<a id='1c38904f-e556-4762-8bfa-a5463b29ce92'></a>

INVOICE",0,0.7425883412361145,0.02914281375706196,0.9319116473197937,0.06546010822057724
ab51eee8-43ab-4c60-974f-d37043e93f76,116fc387-7366-4838-9ff5-de97eff28186,invoice_16.pdf,113e504d-8c54-4bf6-a6ba-a661fb85e4df,text,"<a id='113e504d-8c54-4bf6-a6ba-a661fb85e4df'></a>

# 1",0,0.8900976181030273,0.06961585581302643,0.924933671951294,0.09021911025047302
ab51eee8-43ab-4c60-974f-d37043e93f76,116fc387-7366-4838-9ff5-de97eff28186,invoice_16.pdf,89d0dd6b-d9d4-4966-a347-605a1a0e8cef,text,"<a id='89d0dd6b-d9d4-4966-a347-605a1a0e8cef'></a>

Walmart Invoice",0,0.08596646040678024,0.07731985300779343,0.21533679962158203,0.09710293263196945
ab51eee8-43ab-4c60-974f-d37043e93f76,116fc387-7366-4838-9ff5-de97eff28186,invoice_16.pdf,d1541e85-622c-4e62-b3ef-6886c51639a0,text,"<a id='d1541e85-622c-4e62-b3ef-6886c51639a0'></a>

Bill To:
Mansoer Walizada
10517 San Vincente
Ave, South Gate, CA
90280, USA",0,0.08346673846244812,0.13726027309894562,0.2409939169883728,0.22299142181873322
ab51eee8-43ab-4c60-974f-d37043e93f76,116fc387-7366-4838-9ff5-de97eff28186,invoice_16.pdf,26b13fb7-a3a1-40d8-b90e-93121b4cb841,text,"<a id='26b13fb7-a3a1-40d8-b90e-93121b4cb841'></a>

Ship To:
Mansoer Walizada
10517 San Vincente
Ave, South Gate, CA
90280, USA",0,0.29656487703323364,0.13848578929901123,0.4537496566772461,0.2224615514278412
ab51eee8-43ab-4c60-974f-d37043e93f76,116fc387-7366-4838-9ff5-de97eff28186,invoice_16.pdf,86325e05-b872-44c0-a97c-850d0e6c5f79,text,"<a id='86325e05-b872-44c0-a97c-850d0e6c5f79'></a>

Date: Mar 20, 2023

Payment Terms: MasterCard 8453

Due Date: Mar 20, 2023

**Balance Due:** 0,00 US$",0,0.5667673349380493,0.13229094445705414,0.9301954507827759,0.24315859377384186
ab51eee8-43ab-4c60-974f-d37043e93f76,116fc387-7366-4838-9ff5-de97eff28186,invoice_16.pdf,09faf306-e48d-472c-964f-0ea8ce614b90,table,"<a id='09faf306-e48d-472c-964f-0ea8ce614b90'></a>

<table id=""0-1"">
<tr><td id=""0-2"">Item</td><td id=""0-3"">Quantity</td><td id=""0-4"">Rate</td><td id=""0-5"">Amount</td></tr>
<tr><td id=""0-6"">Lenovo ThinkPad X1 Carbon Gen 10 21CB - 180-degree hinge</td><td id=""0-7"">1</td><td id=""0-8"">1 529,94 US$</td><td id=""0-9"">1 529,94 US$</td></tr>
<tr><td id=""0-a"">design - Intel Core i7 1260P/2.1 GHz - Evo - Win 10 Pro 64-bit</td><td id=""0-b""></td><td id=""0-c""></td><td id=""0-d""></td></tr>
<tr><td id=""0-e"">(includes Win 11 Pro License) - Intel Iris Xe Graphics - 16 GB RAM -</td><td id=""0-f""></td><td id=""0-g""></td><td id=""0-h""></td></tr>
<tr><td id=""0-i"">512 GB SSD TCG Opal Encryption 2, NVMe, Performance - 14"" IPS</td><td id=""0-j""></td><td id=""0-k""></td><td id=""0-l""></td></tr>
<tr><td id=""0-m"">touchscreen 1920 x 1200 - 802.11a/b/g/n/ac/ax (Wi-Fi 6E) - deep</td><td id=""0-n""></td><td id=""0-o""></td><td id=""0-p""></td></tr>
<tr><td id=""0-q"">black paint - kbd: US - with 3 Years Lenovo Premier Support + 3</td><td id=""0-r""></td><td id=""0-s""></td><td id=""0-t""></td></tr>
<tr><td id=""0-u"">Years Lenovo Sealed Battery Add On</td><td id=""0-v""></td><td id=""0-w""></td><td id=""0-x""></td></tr>
<tr><td id=""0-y"">Serial Number: PF4AJSC9</td><td id=""0-z""></td><td id=""0-A""></td><td id=""0-B""></td></tr>
</table>",0,0.05590417981147766,0.2871524691581726,0.9426224231719971,0.48624157905578613
ab51eee8-43ab-4c60-974f-d37043e93f76,116fc387-7366-4838-9ff5-de97eff28186,invoice_16.pdf,3098a6e9-5bb2-4473-8f39-52e5966ee385,text,"<a id='3098a6e9-5bb2-4473-8f39-52e5966ee385'></a>

Subtotal: 1 529,94 US$
Tax (7.25%): 110,92 US$
Total: 1 640,86 US$
Amount Paid: 1 640,86 US$",0,0.6456890106201172,0.5349776744842529,0.9273192882537842,0.6456047296524048
ab51eee8-43ab-4c60-974f-d37043e93f76,116fc387-7366-4838-9ff5-de97eff28186,invoice_16.pdf,dd2fff85-befb-4923-a342-8666fd9a2f20,text,"<a id='dd2fff85-befb-4923-a342-8666fd9a2f20'></a>

Notes:
To ensure we are able to help you as best we can, please include your reference number: HEUQ5GZ6R",0,0.0842241644859314,0.6895976662635803,0.80986487865448,0.7329089045524597
ab51eee8-43ab-4c60-974f-d37043e93f76,116fc387-7366-4838-9ff5-de97eff28186,invoice_16.pdf,b3c5f36d-81b4-45dc-8569-4e672079b5ae,text,"<a id='b3c5f36d-81b4-45dc-8569-4e672079b5ae'></a>

Terms:
© 2023 Walmart. All Rights Reserved.",0,0.08418288826942444,0.7462542057037354,0.3564498722553253,0.7876304388046265
ab51eee8-43ab-4c60-974f-d37043e93f76,fcfa7140-e234-4eb5-be2e-d356993b6f3f,invoice_11.pdf,4dfa9093-3dae-4da1-be94-840c8643bd24,figure,"<a id='4dfa9093-3dae-4da1-be94-840c8643bd24'></a>

<::An illustration of a green robot with dollar signs on its eyes, a checkmark, and a delivery truck::>",0,0.07170378416776657,0.048859208822250366,0.2521362602710724,0.18318885564804077
ab51eee8-43ab-4c60-974f-d37043e93f76,fcfa7140-e234-4eb5-be2e-d356993b6f3f,invoice_11.pdf,6446ee0d-cd62-45db-80d2-6502cac50842,text,"<a id='6446ee0d-cd62-45db-80d2-6502cac50842'></a>

DollarFulfillment",0,0.2546345293521881,0.04902224615216255,0.43837323784828186,0.07336647808551788
